image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911634888998055936_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911634888998055936_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919958612193275904_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919958612193275904_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920397507959562240_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920397507959562240_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\20_10_2017\921487466720301056_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921487466720301056_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920752766577926144_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920752766577926144_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\22_10_2017\921962439553568769_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,921962439553568769_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920700423497048065_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920700423497048065_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918008803530039296_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918008803530039296_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\20_10_2017\921452372861313025_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921452372861313025_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\920036097815728128_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920036097815728128_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\921113224568885248_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921113224568885248_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917830920907890688_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917830920907890688_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920684183105794048_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920684183105794048_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919655873001136128_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919655873001136128_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\917991257594572800_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917991257594572800_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919987694507347968_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919987694507347968_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920508889854103552_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920508889854103552_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918237370536906753_0.jpg,wildfire,Low,Monitor hotspots and restrict access,train,918237370536906753_0,,Type: wildfire | Danger: Low | Action: Monitor hotspots and restrict access.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919912051685826561_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919912051685826561_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\921095476455321600_3.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921095476455321600_3,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920419541318033414_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920419541318033414_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920689906137124864_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920689906137124864_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920310776283455489_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920310776283455489_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\917960728610594817_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917960728610594817_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919715666264965121_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919715666264965121_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\920042438181269504_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920042438181269504_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919585844528377858_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919585844528377858_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920219222130671616_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920219222130671616_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919691222679031808_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919691222679031808_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917815168825995264_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917815168825995264_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919937237676040192_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919937237676040192_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918101705920827392_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918101705920827392_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918110217023442944_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918110217023442944_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919570320381505536_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919570320381505536_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918031214560215042_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918031214560215042_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917815040962695168_2.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917815040962695168_2,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\26_10_2017\923559396893892608_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,923559396893892608_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917791291823591425_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,917791291823591425_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917792930315821057_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,917792930315821057_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919578737653448704_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919578737653448704_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\12_10_2017\918274423349825537_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918274423349825537_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\26_10_2017\923591950414041090_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,923591950414041090_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\26_10_2017\923577783367946240_2.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,923577783367946240_2,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919734115364147205_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919734115364147205_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920349685637775360_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920349685637775360_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\22_10_2017\922235973752279041_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922235973752279041_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\917993008456519681_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917993008456519681_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919776289879453701_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919776289879453701_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917803905681121280_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917803905681121280_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918086493134098432_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918086493134098432_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919737198450053120_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919737198450053120_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
